F_4C_1_1	F_4C_1_2	F_4C_1_3	F_4C_1_4	F_4C_2_1	F_4C_2_2	F_4C_2_3	F_4C_2_4	F_4C_3_1	F_4C_3_2	F_4C_3_3	F_4C_3_4	F_4C_4_1	F_4C_4_2	F_4C_4_3	F_4C_4_4	PS_4C_1_1	PS_4C_1_2	PS_4C_1_3	PS_4C_1_4	PS_4C_2_1	PS_4C_2_2	PS_4C_2_3	PS_4C_2_4	PS_4C_3_1	PS_4C_3_2	PS_4C_3_3	PS_4C_3_4	PS_4C_4_1	PS_4C_4_2	PS_4C_4_3	PS_4C_4_4	PS_4C_5_1	PS_4C_5_2	PS_4C_5_3	PS_4C_5_4
Gdap1l1	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0
A630023A22Rik	0.25	0	0.25	0.25	0.25	0	0.25	0	0.25	0.5	0.5	NA	0.25	0	0.25	0.5	0.25	0	0.25	0.5	0.25	0.25	0.5	0.5	0.25	0.5	0.25	0	0	0.25	0.25	0	0.5	0.5	0.25	0.25
Cd160	0.25	0.5	0	0.5	0.75	0.5	0.25	0	0.25	0.5	0.25	NA	0.25	0	0.25	0.25	0.25	0.25	0.25	0.5	0	0.25	0.5	0.5	0.5	0.25	0.5	0.5	0.25	0.5	0.25	0.25	0.5	0	0.25	0.25
Cd163	0	0.25	0	0	0.25	0.25	0	0.25	0	0	0	NA	0.25	0.25	0.75	0.75	0.25	NA	0.5	0.75	0	0.25	0.25	0.25	0.25	0	0	0.25	0.75	0.75	0.25	0.25	0	0.25	0	0
Cd164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srp9	0	0	0	0.25	0	0	0	0.25	0	0	0	NA	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2810454H06Rik	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2810029C07Rik	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1bg	0	0.25	0.25	0.25	0.25	0.25	0	0.5	0.5	0.25	0	NA	0	0.25	0	0	0.75	NA	0.5	0.25	0.5	0	0.25	0.25	0.25	0.25	0.5	0.25	0.25	0.25	0.75	0.75	0	0.5	0.25	0
Srpr	0.25	0	0.25	0	0	0	0	0	0	0	0	NA	0	0	0	0	0.25	NA	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srpx	0.5	0.25	0.75	0.75	0	0	0.5	0.5	1	0.75	0.75	NA	1	1	1	1	0.75	0.25	0.75	0.75	1	0.75	0.5	1	0.5	0.75	0.75	0.5	NA	1	1	1	1	1	1	0.75
Gm10451	0.5	0.25	0	0.25	0	0	0.25	0.25	0.25	0	0.25	NA	0.25	0	0	0	0.25	0.25	0	0.25	0	0.25	0.25	0.25	0	0	0	0.25	0.25	0.25	0.25	0.5	0.25	0	0.25	0.25
Gm4498	0.5	NA	0	0.5	NA	NA	NA	1	NA	NA	0	NA	0	NA	0	0	0	1	NA	NA	NA	0.5	0	NA	NA	NA	0	0.5	0.25	NA	NA	NA	NA	NA	0.25	NA
Dsel	0	0	0	0	0	0	NA	NA	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0
Gigyf1	1	0.75	0.75	1	0.75	0.5	0.5	0.25	0.75	0.75	0.75	0.5	0.75	0.75	0.75	0.25	0.75	0.25	0.5	0.75	1	1	1	0.75	0.75	0.5	0.75	0.5	0.75	0.75	0.75	0.75	0.5	0.5	0.75	0.75
Gigyf2	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpp21	0	0	0	0.25	0.25	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf39	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpp25	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myo9b	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myo9a	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd12	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933427G17Rik	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf31	0	0	0	0.25	0	0	0	0.25	0	0	0	NA	0	0	0	0	0	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25
Esrrg	0	0	0	0.25	0	0	0	0	0	0	0	NA	0	0	0	0.25	0	0.25	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0
Esrra	0.25	0.25	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esrrb	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0.25	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700018A04Rik	0	0	0	0	NA	0	1	0	0	0.25	0	NA	1	0.25	0.25	0.5	NA	0.5	0	0	0	0	0.25	0	0	0	0.25	0	0.25	0.25	0	NA	0	0.25	0	0
9530059O14Rik	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16677	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aldh8a1	0	0	0.25	0.25	0	0	0	0	0	0	0	NA	0.25	0	0	0	0	0	0	NA	0	0	0	0	0.25	0	0.5	0	0	0	0	0	0.25	0.25	0	0
Mir1193	0.75	0.75	0.25	0.75	0	1	0.25	0.5	0.75	0.5	1	NA	0.5	0.5	0.75	0.5	0	0.5	0	0	1	0.25	0.5	0.5	0.75	1	0.75	0	0.5	0.75	0.75	0.5	0.5	0.75	0.5	0.5
Mir1190	0.75	0	0.25	0.75	0.25	0.5	0.5	0.25	0.5	0.5	0.25	1	0.5	0.5	0.25	0.25	0.25	0.25	0.5	0.5	0.5	0.75	0.25	0.25	0.5	0.5	0.25	0.25	0.5	0.5	0.5	0.5	0.75	0.5	0.5	0.25
Mir1197	0.5	0.5	0.75	0.75	0	0.75	0.25	0.75	0.5	0.5	0.75	NA	1	0.75	0.75	0.75	1	0.25	0.5	0	0.5	0.5	0.5	0.75	0.5	0.75	0.75	0.5	0.5	0.75	0.75	0.5	0.25	0.75	0.25	0.75
Mir1195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir1199	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr3	0.25	0.25	0	0.25	0	0	0.25	0	0	0	0	0	0.25	0	0	0	0.25	0.75	0.5	0.5	0.25	0.25	0	0.25	0.25	0.25	0	0.25	0	0.25	0.25	0.25	0	0	0.25	0
Gpr1	0	0.25	0	0	0	0	0.5	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr6	0	0.25	0.5	0.25	0	0	0	0	0.25	0	0.5	0	0	0	0	0.25	0	NA	0	0	0.5	0.25	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0
Gpr4	0	0.25	0	0	0	0	0	0	0	0	0	NA	0	0	0.25	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tagap1	0.25	0	0.25	0	0	0	NA	NA	0	0	0	NA	0	0	0	0	0	NA	0	0	0	0	0	0.25	0	0	0	0	0.25	0	0	0	0	NA	0.25	0
Csf3r	0.25	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0.5	0	0.75	0.25	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.5
Arhgap20os	0	0.25	0	0	0.75	0	0	0.25	0	0.25	0.25	NA	0.25	0	0	0	0	0.75	0	0.25	0.5	1	0.25	0.25	0	0	0	0	0	0	0	0.25	0.5	0	0.5	0.25
Tfb2m	0	0.25	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ywhab	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ywhag	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0	NA	1	1	NA	NA	NA	0.5	NA	1	1	NA	NA	NA	NA	NA	1	1
Erp44	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fyttd1	0	0	0	0	0	0	0	0	0	0.25	0	NA	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0
Coil	0.25	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Praf2	0	0.5	0.5	0.75	0.25	0.25	0	0.75	1	1	1	NA	0	0	0	0	0.25	0	0.25	0	NA	0.75	0.75	0.75	0	0.25	0	0	0.75	0.75	0.75	0.75	0.5	0.5	0.25	0.75
Aarsd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr175-ps1	0	0	0	0.5	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	0.75	0.5	0.5	1	1	0.5	NA	0.5	1	0.5	NA	1	NA
Col23a1	0.25	0	0.25	0.25	0	0.25	0.25	0.25	0.25	0.25	0.25	NA	0.25	0	0	0.25	0.75	0.25	0.25	0.5	0.5	0.25	0.5	0.25	0.25	0	0	0	0	0.25	0.25	0.25	0.25	0	0.25	0
Gm13051	0	0	NA	0.5	NA	0	0	0.25	0	0	0	NA	0	0	0	0	0.5	NA	NA	NA	NA	0	0	NA	NA	0	NA	0	0	0	0.5	0	0	NA	1	NA
2410004I01Rik	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0
Osr1	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Osr2	0	0	0	0	0	0	0	0	0	0	0	NA	0.25	0.5	0.25	0.25	0.25	0	0	0	0.5	0.25	0.5	0.5	0.25	0.25	0	0.25	0	0	0	0	0	0	0	0
Srp54a	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srp54b	NA	NA	NA	NA	0	0	NA	0	NA	0	0	NA	0	0	0	0	NA	0	NA	NA	0	NA	NA	0	0	0	NA	0	0	NA	0	NA	0	NA	0	NA
Srp54c	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	NA	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0
Slc28a2	0	0	0.25	0.25	0	0	1	1	0	0	NA	NA	NA	0	0	0	1	NA	0	0	1	NA	0	0.25	0	0	0	0	NA	0	0	0	0	0	0	0
Nrep	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc28a3	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0.25	0	0.25	0	0	0	0	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0
Slc22a20	0	0	0.25	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0.25	0	0.25	0	0	0
Npy4r	0.25	0.25	0	0.25	0	0	0	0	0.25	0.25	0.25	NA	0	0	0	0.25	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	0	0.25	0.25	0.5	0.25	0	0	0	0
Fndc9	1	0.75	0.5	0.5	0	0.75	0.5	0.5	0.25	0.75	0.25	NA	0.5	0.75	0.75	0.75	1	0.75	0.75	1	0.75	0.75	0.75	1	0.5	0.75	0.75	0.75	0.75	0.25	0.75	1	0.75	0.75	1	0.75
Fndc4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fndc5	0.25	0.25	0.25	0.5	0	0	0	0	0	0	0	NA	0	0	0	0	0.5	0	0.25	0.5	0.25	0	0.25	0.25	0	0	0	0	0.25	0	0.25	0.25	0.25	0.25	0.25	0.25
Fndc7	0	0	0	0	0	0	0.25	0	0	0	0	NA	0	0	0	0	0	0	NA	NA	0	0	0.75	0	0.25	0	0	0	0	0	0	0	0	0	0	0
Fndc1	0.5	0	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	NA	0.25	0.5	0.25	0	0.25
Msln	0.25	0	0	0	0.25	0	0	0	0	0	0	NA	0	0	0	0	0	0.75	0	0	0.25	0	0	0.25	0	0	0	0	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0
Hnf4aos	0	0	0	0.25	0	0	0	0	0	0.25	0	NA	0	0	0	0	0	0.25	0	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0
Col24a1	0.25	0	0.25	0	0	0.5	0.25	0	0.5	0.25	0.5	1	0.25	0.25	0	0.25	0.25	1	0.5	0	0.5	0.25	0.25	1	0	0	0.25	0.25	0.25	0.25	0.75	0.75	0.75	0	0.75	0.5
1700026L06Rik	0.25	0.75	0	0.75	0.25	0.5	0	0.25	0.25	0.25	0.75	NA	0.5	0.25	0.5	0.25	0.5	0.25	0.25	0.75	0.25	0	0.25	0.25	0.25	0.5	0.75	0.5	0.5	0.25	0.5	0.75	0.75	0.75	0.25	0.75
Bsph2	0	0	NA	0	0.5	0	0.5	NA	NA	0.75	0	NA	NA	0.75	NA	0.25	0	NA	NA	0	0.25	0.5	0	NA	0	NA	0.25	NA	NA	0	0	NA	NA	NA	0	1
Bsph1	0.5	1	NA	NA	0.25	1	0	0.5	0.5	0	0.5	NA	0	0.25	0.25	0	1	1	1	NA	0.5	0	0.5	0.75	0	0.75	0.25	0.5	0.25	0.25	0	0.25	0.25	0.25	0.5	0.25
Mir433	0.5	0.75	0.5	0.5	0.75	0.75	0.75	0.25	1	0.75	0.75	NA	0.5	0.75	0.75	1	1	0.75	0.75	0.75	0.75	0.75	0.75	1	0.5	1	1	1	1	1	1	0.5	0.75	0.75	0.75	0.5
Mir432	0	0.5	0.5	0.25	1	0.25	0.25	0.25	0.75	0.25	0.5	NA	0	0.5	0.5	0.75	1	0	0.25	0.5	0.5	0.75	0.75	0.75	0.75	1	0.75	0.75	1	0.75	0.75	0.5	0.25	0.75	0.75	0.5
Mir431	0.5	0.75	0.75	0.75	1	0.75	0.75	0.5	1	0.75	1	NA	0.75	0.75	0.75	0.75	1	0.75	0.75	1	1	0.75	0.75	1	0.5	1	1	1	1	0.75	1	0.5	0.75	0.75	0.5	0.5
Mir434	0.25	0.5	0.5	0.25	0.5	0.5	0.25	0.25	0.75	0.25	0.75	NA	0	0.5	0.5	0.75	1	0	0.5	0.5	0.75	0.75	0.75	0.75	0.75	1	0.75	0.75	1	0.75	0.75	0.75	0.5	0.75	0.75	0.5
Mir1941	0.5	0.25	0.75	0.25	0.25	0.5	0.5	0.5	0.5	0.5	0.5	NA	0.5	0.75	0.5	0.75	0.75	1	0.75	0.75	0.5	1	0.5	0.5	0.75	0.25	0.75	0.75	0.25	0.75	0.5	0.25	0.25	0.5	0.75	0.75
Mir1943	0.5	0.75	0.5	1	0.75	0.5	0.25	0.5	0.75	0.25	0.5	1	0.5	0.25	0.75	0.5	0.25	0.5	1	0.5	0.75	0.75	0.25	0.5	0.5	0.5	0.5	0.75	0.75	0.75	0.5	0.25	1	0.5	0.75	0.75
Mir1942	0.25	0.75	0	0.25	0	0.25	0	NA	0	0	0	NA	0	0.25	0.5	0	0.5	0.5	0.5	0.25	0	0.25	0.25	0.5	0.25	0.25	0	0	0	0.5	0.25	0	0.25	0.25	0.25	0.25
Mir1945	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spata5l1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir1947	0.25	0.5	0.5	0	0	0	0	0	0.25	0	0	NA	0	0	0	0.25	0.25	0.25	0.25	0.25	0	0	0	0.25	0	0.25	0.25	0.25	0	0.25	0	0	0.25	0	0	0
Mir1949	0	0	0	0.25	0.25	0	0	0	0.25	0	0	NA	0	0	0	0	0	0	0	0	0.25	0.25	0	0	0	0	0.25	0	0	0	0	0	0	0	0.25	0
Mir1948	0.75	1	0.75	0.5	0.75	0.5	0.75	0.5	0.5	0.75	0.75	NA	0.75	1	0.75	0.75	1	1	0.75	0.75	0.75	0.75	1	0.75	0.75	0.5	0.75	0.75	0.5	0.75	1	1	0.75	1	0.75	0.5
Folr4	0	0.25	0.25	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0.5	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0.25	0	0
Folr1	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0.25	NA	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0
Folr2	0.5	0.5	0.5	0.5	0	0.5	0.5	0	0.25	0.5	0.25	NA	0.25	0.25	0.25	0.25	1	0.75	0.25	NA	0	0	0	0.25	0	0	0	0.25	0	0.25	0.25	0	0.25	0	0	0.5
Flad1	0.25	0	0	0.25	0	0	0.5	0.25	0	0.25	0	NA	0	0	0	0	0	0	0.25	0	0	0	0.25	0	0	0	0	0	0	0.25	0.25	0	0.25	0	0	0
Wee2	0	0	0	0.25	0	0	0	0	0	0.25	0	NA	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0.25	0	0	0.25	0	0
Wee1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4833427F10Rik	1	0.75	0.75	1	0.5	0.25	1	0.5	0.75	0.5	0.25	NA	0.25	0.75	0.5	0	0.5	0.75	0.25	0.25	0.5	0.5	0.75	0.5	0.25	0.25	0.25	0.25	0.75	0.75	0.5	0.5	1	0.5	0.5	0.5
Olfr497	0	0.5	0	0.5	0	0	1	NA	1	0	0.25	NA	0.75	NA	0.25	0	0	1	1	NA	0.25	0.75	1	0.5	NA	0.5	0	1	1	NA	1	1	0.5	0.25	1	NA
Olfr495	NA	1	0.25	0.25	0	0.25	NA	1	0.75	1	0	NA	0.75	0.25	0	NA	NA	0	NA	1	NA	1	NA	1	0.5	0.5	0.75	1	1	0.25	NA	0	0	0.5	0.5	0.75
Olfr494	0.5	0	0.5	1	NA	0	0.75	0	NA	0	0	NA	0.25	0	0	NA	NA	0	0	0	0	1	1	NA	0	0	0	0	0	0.5	0	NA	0	0	1	0.25
Olfr493	0	0	NA	NA	1	0.75	NA	1	NA	0.5	0.75	NA	0	0	0.5	NA	0.25	NA	NA	NA	0	0.5	NA	1	NA	1	0	1	1	NA	1	0.75	0.75	1	0.75	NA
Olfr492	0.5	0	0	0	NA	0	NA	NA	1	0	0	NA	0.75	0.5	0.75	0.25	NA	NA	0.5	NA	1	NA	0.5	0	0.75	0.25	0.75	0.75	0.75	0.25	NA	NA	NA	0	0.5	0
Olfr491	0.5	0.5	0.5	NA	0.75	1	NA	1	0.25	0.75	0.25	NA	NA	0.25	0	1	0.5	NA	NA	NA	1	0.75	0.5	NA	0	1	0	NA	0.5	0	1	NA	NA	0.5	NA	0.25
Olfr490	0.25	0.25	0.25	0.25	NA	1	0	1	0.75	0.5	1	NA	0.5	0.25	0.25	0.25	0.5	NA	NA	1	0.25	1	1	1	0.75	1	0.75	NA	NA	0.5	1	NA	1	0	0.5	0.25
Nrg3os	1	1	NA	NA	NA	NA	0.75	NA	1	0.75	0.25	NA	1	1	NA	1	NA	NA	NA	NA	NA	1	1	NA	1	0.75	1	NA	1	0	NA	NA	1	0	1	NA
Olfr498	0	1	0	0.5	0.5	NA	1	NA	NA	1	0.25	NA	NA	NA	1	0.25	0	1	0	NA	0.25	1	1	0	0.25	NA	NA	0.5	NA	NA	NA	NA	NA	0.5	NA	NA
Oog4	0	0	0	0	NA	0	0.5	0	0	0	0	NA	NA	0	0	0	0.5	0	0.25	0	0	0.25	0	0	0	0	0	NA	0.25	NA	NA	NA	0.25	0.25	0.25	0
Oog3	NA	0.25	0	0	0	NA	NA	0	1	NA	0	NA	NA	0	0	0	0.25	NA	0	NA	0	0.25	NA	0	0	0	0	0.5	0	0.25	0.25	0.25	0	0	NA	0
Oog2	0.25	0	0	0	0.5	0.5	NA	0	0	NA	0.25	NA	0	0.25	0	0	1	0	NA	0	0.5	0.25	0.25	0.5	0.25	0.5	0.5	0.25	0.25	1	0.25	0.5	0.25	0.25	0	0.5
Oog1	0	0	0	0	0.25	0	0.5	0	0	0	0	NA	0.25	0	0.5	0.25	1	0.5	0	NA	0.25	0	0	0	0	0	0.5	0	0	0.25	0	0.5	0	0.5	0.25	0
Det1	0.25	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufs1	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufs2	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufs3	0	0.25	NA	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0.25	0.25	0	0.25	0	0	0	0.25	0	0	0	0	0	0	0	0
Ndufs4	0	0	0	0	0	NA	0	0.5	0	0	0	NA	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufs5	0	0.25	0.75	0.25	0	0	0	0	0.25	0	0	NA	0	0	0	0	0	0	0	0	0.25	0.25	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0
Ndufs6	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufs7	0	0	0	0.25	0	0	0.25	0.25	0	0	0	NA	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0.5	0	0	0	0
Ndufs8	0	0.25	0.25	0	0.25	0	0	0	0.25	0.25	0.25	NA	0	0	0	0	0	0.25	0.25	0	0	0	0.25	0	0	0.25	0	0.25	0	0.25	0.25	0	0	0.25	0	0.25
Meox1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.5	0.25	NA	0.25	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Meox2	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1190003K10Rik	0.25	0.25	0.5	0.5	0.25	0.75	0.5	0.75	0.25	0.5	0	NA	0.25	0	0.25	0.25	0	NA	0	NA	0.75	0.5	0.5	0.5	0.25	0.25	0.25	0	0.5	0.25	0.5	0.75	0.75	0.5	0.5	0.25
Olfr720	NA	1	NA	0	NA	0.75	0.25	0.5	0.75	0.5	1	NA	1	0.5	0.5	1	0.75	0.75	1	0.25	0.5	0.5	1	0	0.75	0.5	1	1	0	0.25	0.5	1	0.75	1	0.5	0.75
Olfr723	0	0.5	0	0	NA	0	NA	NA	0	0	0.5	NA	0	1	0	0	NA	NA	0.5	NA	0.25	0	0	NA	NA	NA	1	0	1	0.25	1	NA	NA	0	NA	0
Olfr722	0	0	NA	NA	1	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0.5	NA	0	1	NA	1	0.25	NA	NA	NA	NA	0	0	NA	0	NA	NA	NA	0	NA	0
Olfr725	0.25	0	0.25	0	0	0	NA	0	0	0	0	NA	NA	0	NA	0	0	NA	0	NA	0.5	0	0.25	0	0	0.25	0	0	0.5	NA	0.25	NA	0	NA	0.25	0.25
Olfr724	0	1	NA	0	NA	0.5	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	0	0	NA	0	NA	NA	NA	0	0	NA	NA	NA	0	0	0.5	0.25	NA	NA	NA
Olfr727	0	NA	0	0	0.5	0.25	0.5	0	0.5	0.5	0.5	NA	0	0.25	NA	0	0	NA	0	NA	0.5	0.25	0.25	0.75	0.25	0	0	0.5	0.25	1	0.5	0	1	0.5	1	0
Olfr726	0	0	0.5	0	0.75	NA	NA	0	0	1	0	NA	0	0.25	NA	0	0	0	0	NA	0.5	0.25	0.75	0.5	0	0.25	0.25	0.5	0.5	0.25	0.75	0	0	0	0.5	0.25
Olfr729	NA	0	0.5	0	1	0	NA	NA	NA	0	0	NA	1	0	NA	1	0	NA	0	NA	1	NA	0	NA	NA	0	0	0	NA	NA	0.5	0	1	NA	0	0
Olfr728	NA	0	0.25	0	1	NA	1	0	1	0.5	0.5	0	NA	1	NA	0.75	0	NA	0.5	NA	0	NA	0	0	0.25	0	NA	0	NA	NA	1	0	NA	1	NA	0
Bmyc	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1141	0	0	0	0	0	0	NA	NA	0.75	0	NA	NA	NA	NA	1	NA	0	0	NA	NA	1	0.25	NA	0	0	0	NA	NA	1	NA	1	NA	0	NA	NA	NA
Gm7714	0	0	0.25	0	0	0	0	0	0	1	0.25	NA	0.25	0.5	0.25	0	1	1	0.75	NA	NA	0	0.25	NA	0.5	0.75	0.75	NA	0	1	0	1	1	0.75	NA	NA
A230056J06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc27	0	0	0	0	0.25	0	0	0	0	0	0	0	0.25	0	0	0	1	0.25	0	0.25	0	0	0	0	0	0	0	0	0	0	0.5	0.25	0	0	0	0
