MII_1_ratio	MII_2_ratio	MII_3_ratio	MII_4_ratio	MII_5_ratio	MII_6_ratio	MII_7_ratio	MII_8_ratio	MII_9_ratio	MII_10_ratio	MII_11_ratio	MII_12_ratio	MII_Bulk_ratio	X2i_1_ratio	X2i_2_ratio	X2i_3_ratio	X2i_4_ratio	X2i_5_ratio	X2i_6_ratio	X2i_7_ratio	X2i_8_ratio	X2i_9_ratio	X2i_10_ratio	X2i_11_ratio	X2i_12_ratio	X2i_Bulk_ratio	Ser_1_ratio	Ser_2_ratio	Ser_3_ratio	Ser_4_ratio	Ser_5_ratio	Ser_6_ratio	Ser_7_ratio	Ser_8_ratio	Ser_9_ratio	Ser_10_ratio	Ser_11_ratio	Ser_12_ratio	Ser_13_ratio	Ser_14_ratio	Ser_15_ratio	Ser_16_ratio	Ser_17_ratio	Ser_18_ratio	Ser_19_ratio	Ser_20_ratio	Ser_Bulk_ratio	MII_2D_ratio	MII_5D_ratio
Ppp4r4	NA	0	0	0	0	0	0	0	0.25	0.25	1	0	0	0	0	0.75	0	0.25	0.75	0	0	0.25	0.5	0.25	0	0	0.25	0	0.5	0	0.75	0.25	0	0.25	0.25	0.5	0.75	0.75	1	0	0	0	0.25	0.25	0.5	0.25	0.25	0	0
2300005B03Rik	0	0	0	0	0	0	NA	0	0	0	0	0	0	0.5	NA	0.5	0.25	0.5	0.25	NA	0.5	0.5	0.5	NA	0.25	0.25	1	NA	0.5	0.75	NA	0	NA	1	0.75	1	1	NA	NA	0.75	1	1	1	1	0.75	1	0.75	0	0
Ppp4r1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.25	0	0	0.25	0	0	0	0	0	0	NA	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp4r2	0	0	0	0	NA	0	0.75	0	0.5	NA	NA	0.25	0	0	NA	0.5	0.25	0.5	0.25	0.25	0.25	0.5	0.25	0	NA	0	0	0.75	0.5	0	0.25	0.25	0	0.5	0.25	0	0.25	0.5	0.5	0	0.25	0	0.25	0	0.75	0.75	0	0	0
Olfr624	NA	0	NA	0	0.5	0	NA	NA	0	NA	NA	0	0.25	NA	NA	0.75	0	NA	0	NA	NA	NA	NA	NA	0	0.25	NA	NA	0	NA	0.5	NA	NA	NA	1	NA	NA	NA	1	1	NA	NA	0.75	NA	NA	0.5	0.75	0	0.25
1700026D11Rik	0	0	0.25	NA	0	0	NA	0	0	NA	NA	0.25	0	1	NA	0.5	0.5	1	0	0.75	NA	0.75	0	0	0.5	0.25	1	1	0.75	0	NA	0.25	1	0.75	1	1	1	NA	NA	1	1	0.5	NA	0.75	1	1	0.75	0	0
Olfr620	0.25	0.25	NA	NA	1	0	NA	NA	NA	0	NA	NA	0.5	NA	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	0.75	NA	NA	1	0.75	0.25	0.75
Olfr622	0	0	0	0	0.75	0	0	NA	NA	NA	NA	NA	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	1	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.75	0.25	0.25
Olfr623	0	0.25	NA	NA	NA	0	NA	NA	0	NA	0	0	0	0.75	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0.25	NA	NA	NA	NA	0	0	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.75	0.25	NA
Olfr628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0.25	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0.25	NA	NA	0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.5	NA	0
Olfr629	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0.25	NA	NA	1	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	0
Zfp191	0	0	0	0	0	0	0.25	NA	0	0.25	0.5	0.25	0	0.75	0	0.25	0	0.25	0.25	0.5	0	0.25	0	NA	0	0	0.5	0	1	0	0.5	0	0	0.25	0.25	0.25	0.75	0.75	0.75	0	0.25	0	0	0.25	0.25	0	0	0	0
Gsk3a	0	0	0	0	0	0	NA	0	0.25	0	0	0	0	0	0	0.25	0	NA	0	0	0.25	0	0.25	0	0	0	0	0	NA	0	0	0	0	0	0	0	0.25	0.5	0	0	1	0	0	0	0	0	0	0	0
AY074887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
Gsk3b	0	0	0	NA	0	0	0	0	0	0.5	0	0.25	0	0.25	0.25	0	0	0	0.25	0	0.25	0.25	0	0.5	NA	0	0.25	0	0	0	0.25	0	0	0	0	0	0.25	0.5	0	0	0.75	0.25	0.25	0.5	0	0.5	0	0	0
Dmwd	0	0.25	0.25	0	0.25	0	0	0	0	0.25	0.5	0	0.25	0	0.25	0	0.25	0	0.25	0.25	0	NA	0	0	0	0	0	1	0	0	0.25	0	0.25	0	0	0.5	0	1	0	0.5	0	0.25	0	0	0	0	0.25	0.25	0.25
B930059L03Rik	0	0.25	0.25	0.75	0	0.25	NA	0	0.5	0	0	0.5	0.25	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0.25	0.25	0	0	0.25	0.25	0.5	0	0	0	0.25	0.25	0	0	0.25	0.5	0.25
Isca1	0	0	0	0.25	0	0	NA	0	NA	0	0	0.25	0.25	0	0	0	0	0	0	0	NA	0	0.5	NA	NA	0	0	0	1	0	0.25	0	NA	0.25	0.5	0.25	0.25	0.5	0	0	0	0	0	0.25	0	0	0.25	0	0
1700028E10Rik	0	0	0.25	0	0	0	0	0	0	NA	0	NA	0	0	0.75	0	0	0	0	0	0	NA	0.5	0	0	0	NA	0	0	1	0.5	NA	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0.25	0	0	0
Phkg2	0	0.5	0	0	0.5	0	0	NA	NA	0	NA	NA	0.25	0	0.25	0	0.25	0.5	0	NA	0	0	0.5	0	1	0	0	0.5	0.75	0.5	1	0	NA	0	0	0	0	NA	0.5	0	NA	0.75	0.5	0.25	0.25	0.5	0.25	0.5	0.25
Phkg1	0	0.25	0.25	0	0.5	0.75	0	0.25	0.25	0.25	NA	0	0.5	0	0.5	0.75	0.25	0.25	0	0.25	1	0	NA	0	0.75	0.25	0	0.75	1	0.75	0.75	0	NA	1	1	0.75	1	NA	NA	0.75	NA	0.5	0.75	0.75	1	NA	0.75	0.25	0
Gle1	NA	0	0	0	0	0	0	NA	NA	0.25	0.25	0	0	NA	NA	0.25	0.25	0	0	0.25	0	0	0	NA	0	0	0	NA	0	0	0.5	0	0	0	0.25	0	0	NA	0.25	1	0.25	0.25	1	0	0	1	0.25	0	0.25
Aldh5a1	0	0	0	NA	0	0	0	0	0	NA	0	0	0	0	0	0.25	0	0	0	0	0	0	0	NA	0	0	0.25	NA	0.25	0.25	0.5	0	0.25	0	0.5	0.25	0.25	1	0	0	0.5	0	0.25	NA	0.25	0.25	0.25	0	0
Cr2	0	0	0.25	0	0.5	0	NA	NA	0	NA	0	0	0.25	0.5	NA	0	0	NA	0	0	NA	0	NA	0	NA	0	0.5	NA	0	0.25	1	0	0.75	1	NA	NA	NA	NA	0.5	0.5	0.5	NA	NA	NA	1	0.5	0.5	0	0
Rhcg	0	0	0	0	0	0	0	NA	0.5	0	0.25	NA	0	0.25	0	0	0.25	0	0	0.25	0.25	0	0.75	NA	NA	0.25	0.25	0.5	0	1	NA	0	0.25	0.25	0.25	0.75	0.75	NA	0.5	0.25	0.25	0	0.5	1	0.5	0.25	0.5	0	0
1700063D05Rik	0	0	0	0	0	0	0	NA	0	0	NA	NA	0	0	NA	0	0.5	0	0	NA	0	NA	NA	NA	0.5	0	1	0	0.75	0	NA	NA	NA	NA	NA	NA	1	NA	0	0.5	0.5	0	NA	0.25	NA	0.75	0.25	0	0
Fahd2a	0	0	0	0	0	0	NA	0	NA	0	0	0	0.25	0	NA	0	0	0	NA	NA	0	0.5	NA	0	0	0	0.25	0.75	NA	0.25	0.5	0	0.5	0	0.25	0.25	0	0	0.25	0.25	0	0.25	0.25	0.25	0.25	0.25	0.5	0	0
Tln1	0	0	0.25	0	0	0.25	0	0.25	0	0.5	NA	0	0.25	0	0	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	1	0	0	0	0	0	0	0.75	0.25	0	0	0
2900009J06Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.75	NA	0.75	NA	NA	NA	NA	0.5	1	1
Mkrn1	0	0	0	0	0	0	0	0	NA	0.25	NA	0	0	NA	0	0	0.25	0.25	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0.25	0	0	NA	0	0	0	0	0	0	0	0	0	0
Snrnp25	0	0	0.25	0.25	0	0	0.25	0.5	0.25	1	0	0.25	0	0.75	0.25	0	0.25	0	0.5	0	0.75	0.25	0.75	0	0	0	0.25	0.5	0.5	0.25	0.25	0.25	0.25	0.25	0.25	0	0.5	0.75	0.25	0.25	0.25	1	0.25	0.25	0.75	0.25	0.25	0	0
Mkrn3	0	0	0	NA	0	0	0	0	NA	NA	0	1	0	0	0.25	0	0	0	0	0.25	0	0	0.75	0	NA	0	0	NA	0	0	0.25	NA	0.25	0	0	0	0	NA	0.25	0	NA	0.25	0.25	0	0	0.25	0	0.25	0
Mkrn2	0	0	0.25	1	0	0.25	0	0	0	0	NA	0	0.5	NA	NA	1	0	0	0.5	0	NA	0	0.25	NA	NA	0	0	0.25	0	0	0	0.25	NA	0	0	0	0.5	NA	0	0	0.25	0	0.5	0	NA	0	0.25	0	0.25
Gm19510	NA	0	0	0.5	0.25	0.5	0	0	NA	0	0	0	0.25	0.75	0.75	0.25	0.25	0.5	0.5	NA	0.25	0.75	NA	0	0	0.25	1	NA	0	1	NA	0.5	1	1	0.75	NA	NA	1	NA	0.75	NA	0.75	1	NA	1	1	0.75	0	0.25
Crp	NA	0.5	0.75	NA	NA	NA	NA	1	0	0.75	NA	NA	0.5	NA	NA	0.75	NA	0	0	NA	0	0	NA	NA	0	0.5	NA	NA	0.5	NA	NA	NA	1	NA	1	NA	NA	NA	NA	1	1	NA	NA	NA	NA	0.5	0.75	0.5	1
Crx	0	0.25	0	0	0	0.25	0	0	0	0.5	0	0	0.25	NA	0.75	1	0.25	0	NA	1	0	0	0.5	NA	0.5	0.25	1	1	0.25	0.75	NA	0.5	1	1	0	NA	NA	NA	1	0.5	0.5	NA	1	0.75	1	1	0.75	0	0
Clpp	NA	0.25	0.25	0.75	0.25	0.75	1	0.5	1	0.25	0.25	0.25	0.25	0.25	0	0.75	0	0.25	0.25	0.25	0	0.25	0.25	0.25	0	0	0.25	0.25	0.75	0.25	0.5	0.25	0.75	0.25	0	0	0.5	0.25	0.25	0	0.25	0.25	0.25	0.25	0.25	0.25	0	0.25	0.25
Gm12633	1	0.5	NA	0.5	0	0	NA	NA	NA	1	NA	NA	1	0.25	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	0.25	1	NA	NA	NA	NA	NA	NA	1	NA	0.5	NA	0	NA	0	NA	NA	NA	NA	1	NA	0.25	0.5	1
Crk	0	0	0.25	0	0	0	0	0	NA	0	0	0	0	0	0	0	0.5	0.25	0	0.25	0	0	0	0	1	0	0	0	0	0	0.75	0	0.25	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0
Crh	0	0	0	0	0	0	NA	NA	1	0	NA	0	0	1	0.25	1	0	0	0.5	0.25	0.5	0.5	1	0	0	0	0	0	0.25	0.25	0	0	0.75	1	0.25	0.25	0.75	0.75	0.75	0	0.25	0.25	0.5	0.25	0.25	0.5	0.25	0	0
Ints6	0	0	0.25	NA	0.5	0	1	0	0.25	0	NA	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.75	0	0	0	0.75	0	0	0	0	0	0	0	0.25	0	0.25	0.5
Orai2	0	0	0	1	0	0.25	0.5	NA	0	0	0	0	0	0.25	0	0.25	0	0.5	0	0	0	0.25	0	0	0.75	0	NA	0	NA	0	0	0.25	0.25	1	0.25	0.5	0.25	0.25	0	0.25	0	0.25	1	0.75	0.5	0.25	0.5	0	0.25
Orai3	0.5	0.25	0.25	0	0.25	0.5	0.25	0	0	0	0.25	0	0.25	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0	1	0.75	0.25	0.25	0	0.75	0	0.25	0	0.25	0.25	0.25	1	0.25	0.25	0.25	0.25
Orai1	0	0	0	0	0.25	0	0	0.5	0	0	NA	0	0	0	0.5	1	0	0	0.75	0	0	0.5	0	0	0.25	0	0	0	0.25	0	0	0	0	0.25	0	0	0	0.25	0	0.25	0	0	0	0.5	0	0.5	0	0	0
Ints5	0.75	0	0.25	0	NA	0	1	NA	0.25	1	0	1	0.25	0.25	NA	NA	0	0.5	0	0	0	0	0	0	0	0	0.5	1	0	0	0	0.25	0.5	0.25	1	0.25	0	0	1	0	0.25	NA	0	0	NA	NA	0.25	0.25	0.25
4933439C10Rik	0.5	1	1	NA	NA	NA	NA	NA	1	1	1	NA	1	0.5	NA	NA	NA	0.25	NA	0.5	NA	0.25	NA	1	NA	0.5	1	NA	0.5	1	1	0.25	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	1	0.75	1	1
Cox7a1	1	0.5	0.75	0.75	1	0.75	NA	0.5	1	0.75	1	1	1	0.25	NA	0.25	0.25	0.25	0	0.25	0.25	0.75	0.25	0	0.25	0	0	0.5	0.5	0.75	0.5	0	0.75	0.25	0.5	0.5	1	NA	0.25	0.5	0.25	0.25	0.5	0.25	0.25	0.5	0.5	0.75	1
Cox7a2	0	0	0	0	0	0	NA	0	0	NA	0	0	0	0	NA	0	0	NA	NA	0	0	NA	0	NA	0	0	0	0	1	0.25	0	0	NA	1	0	1	NA	NA	0	0.25	0	0	0.25	1	0	0	0	0	0
Olfr1278	0	NA	0	NA	0	NA	NA	NA	NA	0	NA	NA	0.25	0.5	NA	NA	0.25	NA	0	NA	0	0	NA	NA	NA	0.25	NA	NA	NA	0	NA	NA	NA	NA	NA	1	NA	NA	0.75	NA	0	NA	NA	NA	NA	NA	1	NA	0
Ufl1	0	NA	0	0.5	0	0	0.25	0.5	0.5	0.25	0.25	0.5	0	0	0	0	0	0.5	0.5	0	0.5	0	0.5	0.5	0	0	0	0	0	0.25	0	0	0	0	0	0	0.5	0.75	0	0.25	0.25	0.5	0.25	0.25	0.25	0	0	0.25	0
Pcdh12	0.25	0	0	0	0	0	0	0	0.25	0	0.25	0	0.25	1	0.5	0.5	0.25	0.5	1	0.25	0.5	0.25	0.75	0	0.75	0.25	1	1	1	0.75	1	0.25	0.5	1	0.75	1	1	0.75	0.75	0.75	0.75	0.5	0.75	0.75	0.75	1	0.75	0	0
Pcdh10	0	0	0	0	0	0	0	0	0	0	0.25	NA	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0.25	0	0	0.25	0	0	0	0	0	0	0
Cap2	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.25	NA	0.25	0	0	0	0.25	0.25	0	0.25	0	0.25	0.25	0	0.5	0.25	0	0	0.25	0.25	1	0.25	0.5	0.75	0.5	0.75	0.5	NA	0.5	0.5	0.25	0.75	0.25	0.5	0	0
Pcdh15	0	0	0	NA	NA	0	NA	0	NA	0	NA	NA	0	1	NA	1	0.5	1	0	NA	0	NA	1	NA	0	0.25	1	NA	NA	1	0.75	0	NA	1	NA	0.75	NA	1	0.5	NA	0.25	1	NA	NA	NA	NA	0.75	NA	0
Pcdh18	0	0	0	0	0	0	0	0.25	0	0.25	0.25	NA	0	0	NA	0.5	0.5	0.25	0.25	0.5	0	0.25	0.75	NA	0.75	0	NA	1	0.5	NA	0.25	0	0.25	1	0.25	0.75	0.25	0.5	0.25	1	0.5	1	1	1	1	0.25	0.25	0	0
Pcdh19	0	0	0	0.75	0	0	0	0	0	0	0	0.25	0	0.25	0	0.5	0	0.25	0	0.25	0.25	0.25	0.25	0.25	0.25	0	0.25	0.25	0.5	0.75	0.5	0	0.5	0.75	0	0.75	0	0.5	0.25	0.25	0.25	0	0.5	0	0.25	0	0	0	0
Hist1h3c	0	0	0	0	0	0	0.25	NA	0.25	0.75	0	0.25	0	0	0	0	0.25	0.5	0	0.25	0.25	0	0.25	0	0	0	0.25	0.25	0.25	0	0.25	0.25	0.25	0	0	0.75	0.25	0.75	0.25	0.25	0.25	0.25	0.25	0.25	0	0.25	0	0	0
Cwh43	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	NA	0	NA	0.25	0	0	0.75	0.25	NA	0	0	0	0.25	0	NA	0.5	0	0	0.25	1	NA	0.75	NA	0.25	0.75	0.25	0.25	0.25	0.25	0	0.5	0.25	0.25	0	0
Gm1587	NA	0	0	0	0	0.25	NA	NA	0	0	NA	0.25	0.25	0.5	1	NA	0.75	0.75	0	1	0.25	0.25	0	NA	0	0.5	1	1	0.25	0.5	0.75	0.75	1	1	1	NA	NA	NA	NA	0.5	0.75	0.5	NA	0.75	1	NA	0.75	0	0
A230046K03Rik	0.5	0	0	0.25	0	0	0.25	0.25	0	0.5	0	0	0	0.25	0.25	0	0	0.5	0	0	0.25	0.25	0.5	0.5	0	0	0	0.25	0.5	0	0	0.25	0.5	0	0.25	0.25	0.5	0.25	0.5	0.25	0.5	0.25	0.25	0.25	0	0	0	0	0
Nsf	0	0	0	0	0	0	0.75	0.5	0	0	0.5	0.25	0.25	0.25	0.75	0.75	0.25	0.75	0	0.25	0.25	0.5	0.5	0	1	0	0.25	0	0.75	0	0	0	1	0	0	0.5	0.5	0.25	0	0	0	0.25	0	0.25	0.5	0	0.25	0	0.25
Atp2b4	1	1	1	NA	1	NA	NA	NA	1	NA	NA	1	1	0	0.25	0.75	0	0.75	NA	0.25	0	0	0	0	0.25	0.25	1	1	1	0.75	1	0	0.75	NA	1	NA	NA	NA	1	1	NA	0.75	0.25	1	1	NA	0.75	1	1
Spns1	0	0	0	0	0.25	0	NA	NA	0	0.25	0	0.25	0	1	0.25	0	0.25	0.25	0.25	0	0.25	0	0.25	0	0	0	0.25	0.5	0.5	0.25	0	0	0.5	0.25	0.25	0	0.25	0.25	0.25	0	0	0.5	0.25	0.25	0	0.25	0.25	0	0
Spns3	1	0.75	0.75	1	0.5	1	NA	0.25	0	NA	0.5	0.25	0.75	0.25	0.5	NA	0.25	0.25	0.25	0.25	0	0	0.5	0.25	0.5	0.25	1	1	1	1	1	0.25	0.75	NA	0.5	0.5	1	0.75	NA	0.75	NA	0.75	1	1	0.75	1	0.75	0.75	0.5
Spns2	0	0.25	0	0	0.25	0	1	0.25	0.25	0	1	0	0.25	0.25	0.25	0	0.25	0.25	0.25	0.25	0	0.5	0.25	0	0.5	0	0.25	0.25	0	0.5	0.5	0	1	0.5	0.25	0.25	0	0.75	0.25	0.25	0.5	0.25	0.5	0.25	0.25	0.25	0.25	0.25	0
Clec4b2	0	NA	0	NA	0	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	0.25	1	NA	0	NA	NA	NA	NA	NA	0.5	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.5	0.75	0	0
Clec4b1	NA	NA	0	NA	1	NA	NA	0	0.5	NA	NA	0	0.25	NA	NA	NA	NA	NA	0	NA	0	NA	0	NA	NA	0.25	NA	NA	0	0	1	0	1	1	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.75	NA	0
Gm21276	1	0.5	0.5	0.5	0.5	1	NA	0.75	0.25	0.5	0.25	0.75	0.75	0.75	NA	0.75	0.25	0.5	0	0.25	0.25	0.75	0.25	0	1	0.25	NA	1	0.5	1	0.25	0.25	0.75	0.75	0.5	1	1	NA	0.5	0.5	1	0.75	0.75	0.75	1	1	0.75	0.75	0.75
C77080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0.25	0	0	0	0	0.25	0	0.25	0.25	0.25	0.5	0.25	0.25	0.25	0.5	0.25	0.75	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0	0
Gabarapl1	0.75	0	0	0.25	0	0	0	0	0.5	0	0.5	0	0	0	0.75	0	0	0	0	0.25	0	0	0.5	0	0.25	0	0	0.5	0	0	0.5	0.25	0	0.5	0	0.25	0.25	0	0	0	0.5	0.25	0.75	0	0	0	0.25	0	0
Gabarapl2	0	0.25	0.25	0	0	0	0.75	0	0	0	0.25	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.25	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0.25	0.75	0	0	0.25	0.25	0.25
4930599N23Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.25	NA	NA	NA	NA	NA	0.5	NA	NA	0	NA	NA	NA	NA	NA	0.75	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	0.75	NA
Ube2j1	NA	0	0	0	0	0	0	0	0	NA	0	1	0	0.25	0	0.25	0	0.5	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0.25	0	0	0	0	0	0.25	0.5	0	0	0
Ube2j2	0.25	0	0	0	0	0	NA	0	0	0	0	0	0.25	0	0.25	0	0	0	0	0	0	0	0	0	0	0	1	0	0.25	0	0	0	0	0	0.25	0.25	0	0	0	0	0	0	0	0.25	0.25	0	0	0.25	0.25
Oprl1	1	1	1	1	1	0.75	1	1	1	NA	NA	1	0.75	0.5	NA	0	0	0.25	0	NA	0	0.5	NA	NA	NA	0.25	1	1	0	0.25	0.75	0	NA	1	1	0.75	1	1	0.5	0.75	0.75	NA	0	1	0.75	0.5	0.75	1	1
Sat1	NA	0.25	0	NA	NA	NA	NA	0	0.25	0	NA	0	0	0	0.5	0.75	0	1	0.25	1	1	0.5	1	0.25	NA	0	0.75	0.25	0	0.25	0.5	0	0.75	0.25	1	0.25	NA	1	1	0	1	0.25	1	1	0.25	1	0.25	0	0
Sat2	0	0	0	0	0	0	0	0	0	0	NA	0.25	0	0.25	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0.75	0.5	0	NA	0.25	0.75	0.75	0.5	0.5	0.75	0.5	0	0.25	0.5	0.25	0.5	0.75	0	0.5	0.5	0	0
1700061G19Rik	0	NA	0	0	0	0	NA	0.5	0	NA	0	0	0.25	0	NA	NA	0	0	0.25	0	NA	0.25	0	0	0	0	1	NA	0.5	0	0.5	NA	1	0.25	0	0	0.5	0.75	0	0.75	0.5	0.25	1	0.25	0	0.75	0.25	NA	0
Pcyt2	0.25	0.5	0.25	0.25	0.25	0	0.25	0	1	0	1	0	0.25	0	0.25	0.25	0	0.25	0.25	0	0.25	0	0	0	0	0	0.75	0.25	0.25	0	NA	0	0.25	0.25	0.25	0.5	1	1	0.25	0.25	0	0	0.25	0.75	0.25	0.25	0.25	0.25	0.25
Snora52	0	0	0.25	NA	0	0.25	0	1	0	1	0	1	0.25	0	0	NA	0	NA	0	0	0	0	0	0	NA	0	0.5	0.5	0	0	NA	0	NA	0	0	0	0.25	0	0	0	NA	0	0	NA	0	0	0	0	0.25
Cubn	0	NA	0	NA	0	0	NA	NA	0	0	NA	0	0	0	NA	0.75	NA	0.75	NA	0.5	NA	0.5	0	0.25	NA	0.25	1	NA	0	NA	0.25	0.5	1	NA	1	0.5	1	NA	1	0.75	1	0	1	0.75	0.75	1	0.75	NA	0
Heph	NA	0	0.25	0	0	0	NA	0	NA	0	0	NA	0	NA	NA	1	NA	NA	NA	NA	NA	0	NA	NA	NA	0.25	NA	1	NA	1	0.5	NA	NA	1	NA	1	1	NA	NA	1	NA	1	NA	1	NA	0.5	0.5	0	0
Vmn1r119	0	1	0.5	NA	NA	1	NA	0.5	NA	NA	NA	0.5	0.5	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0	NA	0.5	1	0.25	0.75	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	0	NA	NA	0.5	1	0.5
Mir223	NA	0	0.75	1	NA	0.5	NA	NA	NA	NA	NA	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	0.25	NA	NA	0.5	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.75	0.5	0.75
Muc2	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0.75	NA	0.5	0.5	0.75	0.5	0.5	0.25	0.25	0.25	0.25	0.5	0.25	1	1	0.5	0.75	0	0.25	1	1	0.75	0.75	1	1	0.75	0.75	0.5	0.75	1	1	0.75	0.75	0.75	0	0
Muc1	0	0	0.25	0	0	0	0	0.25	0	0.25	0	0.5	0	0.5	NA	0.5	0.5	0.25	0.5	0.25	0.25	0.25	0.25	0	0.25	0	0.25	0	0	0.5	0.25	0.5	0.5	0.5	0.25	0.25	0.25	0.25	0.5	0.5	0.25	0.25	0.5	0.25	0.25	0.5	0.25	0	0
Muc6	0	0	0.25	0.25	0.25	0.25	0.25	0	0.25	0.25	0	0	0.25	0	0.25	0.5	NA	0.75	0	1	0.25	NA	1	0	0	0	1	1	0.75	0.5	0.5	0.25	NA	1	0.75	1	1	0.5	1	0.75	1	0.75	0.75	0.75	0.75	0.75	0.75	0	0.25
Muc4	0	0	0	NA	0	0	NA	NA	0	0	NA	0	0.25	0.25	NA	0.5	0	0.5	NA	NA	0	0.25	0.25	NA	0	0.5	1	NA	NA	0.5	NA	0.5	NA	1	NA	1	NA	NA	NA	0.5	0.75	0	0.75	NA	1	1	0.75	0	0
Defb14	NA	NA	0	1	0	0	NA	NA	NA	NA	NA	NA	0.25	NA	NA	0.5	0	0.5	0.5	NA	0	0	NA	NA	NA	0.25	1	NA	1	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	1	1	1	0	0.25
Vmn1r115	NA	0.25	NA	NA	NA	NA	0.5	NA	NA	0	NA	NA	0.5	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0.5	NA	NA	NA	NA	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.75	NA	NA	0.5	0.75	0.75	0.25	0.5
Tmem185b	0	0	0.25	0.25	0	0.25	0	0.5	0	0.25	0.25	0.5	0.25	0	0	0	0	0	0.5	0.25	0.25	0	0	0.5	0.75	0	1	0.25	0	0	NA	0	0.5	0	0	0.75	0.5	0.25	0	0.25	0	0	0.25	0	0	0.75	0.25	0	0.25
5031425F14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.5	0.5	0.5	0.5	0	0.5	NA	0	0	0	NA	0.25	1	0.75	0.5	0.75	0.5	0.25	1	0.5	1	1	0.75	NA	0.25	0.75	0.75	0.25	0.75	0.75	1	1	0.75	0	0
