mES_Serum_r1	mES_Serum_r2	mES_2i_r1	mES_2i_r2	mES_2i3p_r1	mES_2i3p_r2
Mir1249	0	11.9727	0	7.33394	6.40248	0
Ribc2	0	42.8411	25.8916	0	0	27.3991
Gm19277	0	8.63122	0	0	0	0
Smc1b	2.98379	0.922639	8.03994	0	32.5497	0.13086
Nup50	30.8549	0	0	11.1325	10.9965	11.8355
Fam118a	11.6628	0.110967	10.5203	1.15356	0	0
Fbln1	10.573	15.3865	20.5118	21.8047	21.7877	17.9168
Ppara	0.0149735	0	0	0	0	0
Mirlet7c-2	0	0	0	0	0.0131001	0
Mirlet7b	0	0.0551503	0	0	0.0288976	0
Pkdrej	0.0153038	0.0140875	0	0	0	0.0396028
Wnt7b	0.298351	0.865243	0.408265	0.623721	0	0
AU022754	0	0.0348115	0	9.81645	0.0133884	5.74365
Cdpf1	8.26583	0.952401	0	0.139543	8.06293	0
Ttc38	0.97715	11.8551	12.5096	0	1.11138	1.02641
Trmu	2.96649	88.5968	2.21573	123.631	80.89	84.0703
Celsr1	1.65291	5.00502	0.777633	2.51675	2.22176	1.53904
Cerk	1.49898	1.11162	2.3081	1.63081	0.633645	2.59583
Atxn10	125.281	3.2484	121.018	2.85717	3.65637	0.288874
Fam19a5	2.01649	5.98768	2.65124	2.32715	2.6845	2.61223
Zdhhc25	0	84.6238	5.34934	49.5638	0	0
Gramd4	5.20864	0	0	0	0.305426	0.472075
Gtse1	27.4444	1.78299	2.72153	3.31806	6.33184	6.23871
Tbc1d22a	5.90519	8.63501	43.0902	6.65398	59.9202	49.323
Alg12	2.91943	3.97167	17.1539	20.2777	2.61227	3.37253
Brd1	18.5305	26.1786	2.38771	3.13818	7.39367	6.31999
Zbed4	8.8827	8.39269	7.05593	7.51982	25.8465	21.4752
Creld2	27.314	55.2419	24.3345	28.7304	37.8599	27.7674
Panx2	0.130996	0.0232077	0	0	0	0
Ttll8	0.0379177	3.31115	16.4929	0	0.0661079	0
Mlc1	0.0495146	0	0	0.747479	0.190625	0
1810021B22Rik	0.237734	0.0605288	0.752426	21.4593	0	0.163063
Mov10l1	1.63732	0.240676	0	0.689548	3.86058	0.288548
Trabd	6.50909	11.2299	0.376332	8.61198	0	27.1999
Pim3	42.1747	6.959	6.32055	0	33.9192	3.75119
1300018J18Rik	1.92771	3.05701	4.45726	0.899503	0.596821	0.89071
Tubgcp6	4.04632	5.28784	1.67547	6.02837	1.09655	0.299453
Mapk11	4.3032	1.55295	1.30595	0.793244	0.920634	0.853827
Mapk12	8.93471	8.98104	1.67328	3.25375	1.57854	1.02812
Hdac10	1.71675	107.376	3.71321	2.44991	4.64492	4.19913
Dennd6b	2.04803	3.08786	1.03951	1.50601	1.22754	1.16658
Ppp6r2	3.25281	3.35381	0	3.05642	1.79036	1.59897
Miox	0.125675	20.8473	3.88099	0.262089	0	0
Adm2	2.77151	0.304544	0.58141	0.26147	2.38301	1.81983
Lmf2	8.32536	2.5566	10.1956	11.6225	13.4276	11.4006
Klhdc7b	0	22.5108	7.62044	9.5097	0	0
Odf3b	0.380219	25.9367	14.6636	14.4363	0	9.14791
Syce3	3.09361	0.230314	0	0	13.1557	0
Sbf1	8.06946	0.0597444	1.03541	0.136883	0.364662	0
Plxnb2	12.6861	2.47839	0.584947	0.888663	22.8673	1.92041
Mapk8ip2	3.37032	3.15444	2.31642	2.52062	2.61114	4.27928
Acr	0	2.69152	0	4.77827	4.09927	0.433993
Arsa	4.73002	0.0247916	4.26008	0.415486	0.662467	18.4141
Shank3	1.18127	1.20953	0.626038	0	0	0
Syt10	0.0642038	0.44023	0	0	0	4.2965
Rabl2	2.99805	8.80156	4.20879	4.74808	1.87324	0
Cpt1b	3.09675	4.67997	8.01563	2.21975	4.18673e-06	1.63596
BC090627	0.128578	0.0195877	1.79672	1.20066e-33	8.57289	7.36623e-06
Chkb	9.10147	3.10887	3.28808e-28	9.12302	1.49162	8.37093
Cpne8	3.83082	1.18762	8.20796	2.41925	5.00802	10.3344
Alg10b	10.673	10.292	3.30232	9.1055	11.5017	1.4969
Spn-ps	0	67.768	0	32.3261	0	0
Ncaph2	25.3252	4.04836	34.0412	1.6541	0.0171921	0
Sco2	1.14664	0.632625	3.73546	0.852309	0.115836	29.0318
Tymp	1.48241	0	3.89573e-30	0	0.545571	2.03128
Abcd2	0.0196653	0.0180931	0.135512	0	0.749385	0.350711
Slc2a13	0.0496628	0.0863393	0.0380197	0.0414767	0.514577	0.0988419
Muc19	0	0.617597	0.300048	0.0404372	0	0.374385
Smgc	0	0.030263	0.192939	0.303406	0.010313	0
Cntn1	0.0959447	0.0235396	0.0440357	0	0	0.886235
Lrrk2	0.966916	2.49355	0	0	3.14591	0
Pdzrn4	0.0988325	0.0434	0	0.416187	5.81267	0
Kif21a	4.89171	0	3.98498	5.2042	18.1078	0.748477
Gxylt1	6.26445	5.15345	6.24214	6.3991	33.9958	5.24443
Yaf2	9.44124	5.00813	6.62819	7.3538	2.83368	4.54953
Zcrb1	37.7961	24.5297	43.8923	45.6356	0.423421	23.5485
Prickle1	2.35388	1.94825	1.05684	1.42525	1.86644	1.45503
Adamts20	0.119057	0.146076	3.19926	3.09472	0.103968	0
Pus7l	3.41936	14.6882	1.47599	0.627771	1.85322	2.37803
Irak4	0.902826	0.896172	0.410609	11.8614	2.87594	1.58397
LOC100043315	0	4.22126	12.2549	1.26609	11.1721	11.4578
Tmem117	0.326381	0	0	0	0	0.878497
Nell2	0.797192	0.0624047	0	0.106943	1.42193	0
Dbx2	0.101821	0.0155562	0.093797	1.37299	1.10113	0.754565
Twf1	25.0909	0.406828	0.38171	0.629411	0.0442896	0.0609484
Pphln1	21.232	25.3354	19.5463	21.4054	0	0
D030018L15Rik	0	0	0	0	0.0422982	7.85837
E330033B04Rik	0.177305	0	0	7.40313	40.568	0.0192476
Ano6	7.4002	9.08898	5.81982	0.17006	0.195023	45.4001
Gm4371	0	0.022855	0	0	0.347741	0
2610037D02Rik	2.48268	2.05594	0.84524	0.710089	9.65183	0.40303
Arid2	22.3087	19.1233	8.81268	10.3105	11.0974	9.99991
Scaf11	28.1378	28.6104	23.3934	23.6014	29.6212	27.8484
Amigo2	1.44836	25.6659	15.458	17.7176	11.4238	9.93181
Pced1b	8.38408	29.9217	0	51.8598	27.0402	0
Endou	0	75.9792	31.5226	0.41956	0.208578	0.0834886
Rpap3	20.2433	0	48.1526	9.85581	13.4368	11.1749
Rapgef3	0.379602	1.04963	0.0675238	0	16.4968	12.9908
Slc38a1	35.6272	19.0889	0.116247	0	0	0.416002
Vdr	0.0758948	1.60823	3.36853	33.5905	0.513566	2.58581
Slc38a4	36.8736	17.391	21.2501	0.123863	70.3162	0.132681
Col2a1	0.702646	0.341151	0.36681	5.64163	0.22097	24.105
Tmem106c	6.92937	10.1088	9.82476	24.5132	2.53487	0.302294
Slc38a2	106.169	1.9952	0.635861	0.421509	0.252351	64.6311
Slc48a1	4.43905	7.11887	0	0	0	0
Hdac7	1.92978	2.65914	0	0	0.0430847	0
Olfr288	0	0	0	0	0	0
Olfr257	0	0	0	0	0	0.0803523
Olfr286	0	0	0	0	0	0
H1fnt	0	0.13619	0	0	9.43939	0
Olfr287	0	0	0	5.80838	0	0.0361933
AI836003	0.148544	0	0	1.2329	8.8741	0
Olfr284	0	0	0	0	4.92679	0
Zfp641	0.0908347	0	0	0.0637729	0	10.1979
Olfr281	0	0	0	0	0.0264261	0
Olfr283	0	0	5.63574	0	0.0581736	0
Asb8	5.08617	0	0	7.32254	0	0
Olfr279	0	0	4.79138	0	0	0
Olfr282	0	0	1.41287	0	0	0
1700031M16Rik	0	0	0	0	0	10.1502
Lalba	0	6.14963	0	0	0	8.97257
Senp1	9.96423	13.5052	0	0	12.3207	5.79995
Pfkm	11.4706	15.9542	8.18569	1.33173	9.41042	3.7568
4930415O20Rik	0.593417	0	11.6954	33.7436	1.15137	0.361621
Adcy6	1.29863	2.24622	1.15995	0	0	0.861631
Ccnt1	11.2678	21.4337	9.70459	0	15.6035	12.6607
9330020H09Rik	0.293274	0.25029	0.149782	11.0459	0.19901	0.467502
Kansl2	32.09	11.7171	8.03924	0.343065	6.09369	4.10274
Snora34	0	79.6017	1.08999	9.93114	49.2174	46.1682
Snora2b	0	25.5247	0.434728	10.7436	0	0
Cacnb3	8.87438	22.8597	34.18	8.32487	0	0
Rnd1	1.15831	0.57641	0	0.995163	0.437411	0.301804
Ccdc65	0.377812	3.00783	0	0.264135	2.79325	1.82815
Fkbp11	14.7351	18.7238	19.3387	27.2681	13.6329	14.2771
Ddx23	29.6863	74.6423	0	51.0068	0	45.8714
Wnt10b	0	0	0.239326	0	0	0
Wnt1	0	0.0953647	0	0	48.6663	0
Ddn	0	0.027296	46.7654	0.109264	0.0518528	0.0710084
Prkag1	13.7044	22.3045	23.3549	22.7266	20.2567	30.2385
Arf3	28.1918	73.0676	7.40963	20.0082	45.5929	17.7114
Dhh	0.243204	0.371668	15.8184	0	0	0
Rhebl1	14.4627	15.8476	0.111867	8.90904	10.8942	12.3025
Lmbr1l	5.09398	15.2491	1.96373	1.91493	6.78433	5.65012
Kmt2d	5.27704	14.6801	5.30393	5.62986	6.60077	4.37625
Tuba1a	125.486	498.592	220.886	635.34	211.704	184.513
Tuba1b	421.005	2.8347	547.507	235.528	0.550712	0
C1ql4	0	7.44855	3.49209	6.13158	728.747	650.935
Dnajc22	3.356	1052.38	2.12579	0.856659	0	0.25196
Prph	6.3269	0.561804	0	2.6324	3.55804	10.5712
Troap	8.50263	19.6628	11.0366	10.0193	12.1114	1.5103
Spats2	28.7355	33.6237	29.6585	32.4231	20.6813	17.6162
Fam186b	0.140908	0.0754868	0	0.0741488	0.122886	0.0421242
Fmnl3	3.07089	16.8949	6.1306	7.18564	7.03969	5.23066
Prpf40b	10.3841	10.2691	3.78582	1.04751	5.77925	4.1467
Kcnh3	0.62174	1.83757	0.571532	33.8282	3.01127	2.5642
Mcrs1	27.8899	76.6437	31.6416	3.894	38.4875	31.4528
Aqp5	0.626536	6.98257	3.42242	272.3	0	0
Tuba1c	174.959	0	0	0	0.0493057	3.42479
Aqp2	0	0.135316	4.10957	0.103334	5.73986	2.2611
Faim2	0.121615	9.7506	0	4.28312	3.50657	0
Bcdin3d	5.64608	0.357811	251.204	3.30861	0.0213951	0.187896
Nckap5l	3.45358	0.398408	0.541051	0.4918	0.135681	0
Aqp6	0.340368	94.1946	0.0562805	0.238149	1.26185	290.597
Asic1	1.62262	4.70848	1.76266	2.05077	322.851	0.846328
Racgap1	36.5213	51.3799	35.6071	61.6574	37.5631	34.3599
Tmbim6	49.6554	31.6546	54.2208	40.4224	86.4094	71.8382
Gpd1	0.162937	0.473542	0.374604	0.514076	0.390427	0.243646
Cox14	15.6248	19.937	20.9472	24.5582	20.9547	20.165
Smarcd1	35.5276	0	17.7083	33.7511	23.4581	21.773
Cers5	19.8584	97.9652	32.5995	19.0887	50.8073	42.2719
1700030F18Rik	0.256913	32.1088	0	0	0.216595	0
Lima1	36.8	0.308572	0.212563	2.47422	0.239207	0
Tmprss12	0.184499	2.7569	2.52678	0	4.67202	3.98189
Mettl7a3	0.0424946	7.43012	2.19531	56.4844	2.12479	0.102002
Dip2b	5.75696	0.206929	19.4737	0.059249	0.0367716	1.50357
Mettl7a1	4.76843	28.0446	0.0978859	2.93899	59.1555	36.274
Atf1	37.7301	0.686581	1.01822	22.6785	36.6651	4.38325
Gm5475	0.0497261	35.6036	0	17.2106	0.435475	0
Mettl7a2	0.301098	0	54.487	1.23241	0	1.64259
AB099516	0	0.591804	2.58362	0	0	0.0801976
Higd1c	0	9.02437e-07	3.56651	0.0467545	1.88958	0
Slc11a2	5.01457	0.105631	4.52672	0	0.0865348	0
Letmd1	1.41701	1.78744	0.308014	0	5.5409	54.2159
Csrnp2	2.55677	12.4212	0	4.93564	8.75914	7.54252
Tfcp2	4.29049	5.69551	0	1.76887	3.8031	1.37736
Pou6f1	0.808551	3.80033	1.69205	2.42583	1.42675	2.60731
Dazap2	26.0488	1.41344	18.4306	3.25709	0.707351	27.7929
Cela1	0.469468	0.676129	0.819806	1.80563	43.5822	0.557952
Smagp	23.7745	42.3138	34.1723	37.4134	17.7408	42.3776
Slc4a8	1.07646	37.8656	10.893	0.977777	30.508	0.282395
Ankrd33	0	1.01664	1.35367	19.6199	0.712691	21.4368
Fignl2	1.39051	0.362864	2.58965	1.24184	1.61599	0.971664
Scn8a	0.368711	0	0	3.14392	0	0.917593
Larp4	31.1331	2.59691	0.602808	0.608169	0.331596	0
2310068J16Rik	0.70426	1.06268	0.423365	0	1.3666	0.283148
Galnt6	2.17845	4.91141	0.996897	0.519127	0.252041	0.156761
Acvr1b	6.56489	8.43744	0.698449	0.194	5.83076	5.2331
Acvrl1	0.337747	8.23547	6.05128	6.33424	8.35065	2.71773
Grasp	8.05757	0	7.29511	9.03493	3.38711	4.77015
6030408B16Rik	0	0	18.2921	0.250682	0.0518962	13.1315
Krt83	0	0	0	20.6418	23.9819	0.0715614
1700011A15Rik	0	0	0	2.23712	0	26.9975
Nr4a1	12.9633	0.953297	1.75736	0	0	0
9430023L20Rik	16.2818	0	0	0	27.0319	0.0804558
Krt7	0.839518	0	0	0	0	0
Krt80	0.13425	0	0.137452	0	0	0
Mir1941	0	0	0	50.7964	0	0.64077
Krt81	0	0.080102	0	0	0	0.0381868
5430421N21Rik	0	0	0	0	0	0
Krt86	0	0	0	0	0	0.0359247
Gm6042	0	0.0500025	35.2406	0	0	0
Krt5	0	32.7673	0	0	0	0
Krt71	0	0.0161898	0	0	0	0
Krt2	0	45.036	0	0	0	0
Krt72	0	0	0	0	0	0
Krt74	0	0	0	0	0	0
Krt73	0	0.0430114	0	0	0.991964	0
Krt4	0	0.0818877	0.154502	0	0	0
Krt77	0	0	0	0	0	0
Krt1	0.0937972	0	0.255885	0	0	0
Krt76	0	0	0	0.0684857	0.130104	0
Krt79	0.0556136	0.203808	0	0	0	0
Krt78	0.0650505	7.01664	0	0	0	0
Krt8	9.44481	9.18565	16.6781	19.6638	2.13795	1.69571
Krt18	15.1849	0.0778469	20.4503	18.8251	12.2532	8.99244
Krt85	0	1.02886e-06	0	0	0	0
Krt82	0	0	0	0	0	0
Krt6a	0	0	0.117845	0	0	0
Krt84	0	0	0	0	0	0
4732456N10Rik	0.0451403	0.020998	0	0.0948931	0	0
Krt75	0.0342929	0	0	0	0	0
Gm5476	0	0	0	0	0	0
Gm5477	0	0	0	0	0	0
Gm5414	0	0	0	0	0	0
Gm5478	0	0	0	0	0	0
Krt6b	0	4.35906	0	0	0	0
Igfbp6	0.584377	0.443989	0	0.344982	1.09985	0.807667
Soat2	0.629859	0.662712	0.856848	0.786278	0.588815	0.116999
Tenc1	1.41031	11.1898	0.224472	0.20337	5.495	5.18717
Spryd3	3.25056	8.61201	4.87522	3.06924	0.999993	0.459116
Csad	4.49322	543.932	2.34883	3.75389	4.1753	1.78271
Itgb7	2.36273	7.76052	1.27249	1.79047	2.33629	3.11749
Zfp740	15.0213	40.4279	9.9113	11.967	17.0058	13.2975
Mfsd5	13.9117	244.41	15.6169	17.0919	25.8624	9.45584
Rarg	28.0747	46.3288	15.3764	16.0231	12.9999	18.4835
Myg1	13.3264	114.492	14.2986	107.474	95.667	16.2579
Pfdn5	61.1048	86.3688	13.872	17.3161	15.4765	15.7928
Sp7	0.0505908	30.1873	104.52	15.3628	21.433	93.2402
Espl1	16.9613	0.0618366	0	0.106276	0	0.121129
Aaas	29.8721	60.7555	43.4775	45.7755	38.2403	35.6042
Eif4b	202.273	51.437	197.424	204.724	180.223	168.219
Amhr2	1.3898	2.26852	1.80755	0.507104	1.52219	0.796298
Prr13	15.9154	34.7171	10.6882	14.7003	36.5107	27.0454
Sp1	31.1163	30.1766	15.784	17.6189	29.3858	27.4144
Npff	0.132848	3.19216	0	0	0.708362	0.160004
Atf7	1.90415	0.391112	14.3589	16.2935	21.7554	16.4124
Tarbp2	13.2785	57.6287	0.820795	1.75249	2.38545	2.23025
Mir688	0	0.0451077	0	0	0	0
Mir196a-2	0	0.605937	0	0	0	1.00459
Hoxc12	0.166404	0	0	0.344413	0.422465	4.80117
Hoxc11	0	0.0501679	5.35046	0	10.8396	7.72785
Hoxc10	0.369809	0	0	0.291607	0.374705	0
Hoxc13	1.22706	0.16971	2.93042	0.306334	1.11939	0.756176
Hoxc6	0.455926	0.43262	0.283663	0.258584	6.40861	0.16682
Calcoco1	12.7599	0.341619	0.111763	2.27262	1.1375	338.155
Hoxc4	0.0591966	3.02173	2.69237	1.48777	0	0
Hoxc5	0	0.108424	0.953445	0.159105	0.718952	0.443073
Mir615	0	0.601922	0.524905	6.92129	3.90138	3.57496
Hoxc9	0.0695774	0.0763959	0	442.206	2.21155	0.546827
Hoxc8	0.242979	0	429.814	0.621082	0.18132	2.12735
Smug1	1.94234	21.2626	0.0957014	0.0875419	0	0.149393
Atp5g2	366.529	620.982	0	0	390.674	0
Cbx5	59.1115	307.568	20.8379	23.7569	205.756	213.67
Nfe2	0.072017	4.63518	193.549	0	3.31762	2.66429
Pcbp2	229.108	49.4656	3.05	197.971	51.4938	49.0804
Map3k12	3.83419	0.153659	0.165797	3.91843	0.374667	0.518103
Gpr84	0	0.0477081	0	0	0.135681	0.0939478
Zfp385a	5.84875	18.4272	47.8817	16.3117	11.9317	0
Copz1	36.6855	1.42194	0	0.424229	0	8.6314
Mir148b	0	94.6268	12.7566	56.4278	0.34991	67.2803
Gtsf1	0.823974	0	0	0	80.2722	0
BC048502	0	0	0	9.72915	0	8.6884
Nckap1l	0.465182	1.03387	7.75639	0.784537	2.27611	0.498895
Itga5	16.1105	30.9321	0.43933	0	14.8248	2.01149
Pde1b	5.0071	5.96526	0	0	3.1985	0
Glycam1	0	0	0.374038	6.21938	0	5.69123
Olfr161	0	22.1954	0	0.643375	5.61337	1.00039
Ppp1r1a	13.35	0	0	0	0	0
Mefv	0	0	6.77104	0	0	0
Zfp174	0.511988	0	0	6.33431	0	0
Olfr15	0	0.330914	6.20082	0	0.36775	9.63625
Zfp263	6.74453	10.107	0.293989	0.192865	10.9203	0.240221
Zfp597	1.62444	1.10911	1.64353	1.75394	2.02888	1.61686
1700037C18Rik	0.355688	0.646979	0.273506	0	0.204121	0
Nlrc3	0.0541821	17.4037	10.457	0.246897	10.5132	0
Naa60	11.6518	0.215829	7.50725	7.62063	0.141938	8.18449
Cluap1	6.59656	8.08535	0	10.5514	8.41026	10.941
Slx4	3.73791	9.45809	4.11762	3.25832	5.4691	4.07724
4930455F16Rik	0	0	0	0.124636	0	0.501404
Gm5766	0	0.968419	0	0	0	2.60013
Adcy9	1.03674	0.0649719	2.27569	1.48527	0.62532	0
Srl	3.71546	5.59469	0.39698	0.468255	2.28635	0
Crebbp	8.05692	1.31266	3.33327	3.89383	8.15536	6.58459
Tfap4	11.7459	100.276	7.61173	9.84092	0.248706	15.387
Dnase1	0	20.0684	6.57373	53.2201	70.4234	9.2289
Trap1	69.6142	26.627	0	7.90317	19.1767	42.3824
Glis2	9.81191	51.1226	65.3332	0	11.5425	0
Pam16	39.3786	18.0502	48.1522	74.513	38.658	63.3748
Coro7	5.72601	8.9342	7.05763	6.46666	6.58714	5.31577
Vasn	2.39383	4.73093	1.37557	2.00068	2.36397	2.14689
Nmral1	12.5663	26.7366	16.7412	17.7451	11.6248	12.2299
4930562C15Rik	0	0.0177509	19.9204	0	26.6269	0
Ubald1	18.3144	41.5478	0	23.037	0	21.6119
Dnaja3	22.9201	29.2087	8.43899	8.77671	22.2493	15.9811
Hmox2	11.7007	12.0818	0	29.5063	16.5953	16.5979
Cdip1	7.55412	52.8845	2.97186	9.24591	10.4824	9.24597
Anks3	5.16932	0	12.2866	3.68649	0	3.42461
Sept12	0	7.04135	23.2366	0.203183	4.78169	0.116889
Rogdi	9.0439	29.5267	7.59631	19.0444	17.0708	15.339
Mgrn1	15.6343	22.7279	13.749	14.1724	21.629	18.7604
Gm16861	0.325203	0.477763	0.406922	0.174632	0.354186	0.195773
Nudt16l1	21.5238	34.8533	20.4388	23.0854	24.5507	23.6083
Sec14l5	0.0986561	0.286435	0	0.207281	0.181298	0.185672
Ppl	1.01923	1.12878	1.42835	6.83402	0.0429237	0.118094
AU021092	0	0.0825029	6.47538	1.38497	0	0
Ubn1	8.62614	9.573	0	0	6.30439	4.58941
Nagpa	2.99841	8.56731	4.28848	3.85772	5.08603	4.46463
Rbfox1	0	0.0580328	0	0.367284	0	0.0323331
Cldn26	0.17568	0.213799	34.3023	0	0	0
Glyr1	41.0414	10.2809	0	5.96956	3.95076	4.00495
Mettl22	6.76418	0.551915	6.14745	1.07132	0.600242	0.601346
Alg1	6.27674	10.8874	1.07498	6.06318	7.8593	5.07854
Fam86	9.31565	15.7628	3.25356	9.85158	10.0824	5.07058
Abat	1.07253	7.77052	4.96425	4.87954	5.17359	9.93212
Tmem186	7.86247	16.3123	11.4021	39.0556	14.9374	16.1223
Gm10052	260.045	69.527	10.7757	12.9955	14.4782	12.266
Hnrnpa1	359.424	25.0991	261.576	14.13	44.7969	37.21
Gm5643	0.000117308	11.0742	410.773	6.46042	0.0212879	13.6515
Pmm2	12.0674	515.791	0.000245763	0	330.802	0
Carhsp1	11.7645	98.2344	12.5181	5.49063	311.007	13.2678
Grin2a	0	17.0091	5.611	315.8	0.000138869	0.354987
Rpl39l	7.438	0.0448155	0.055985	410.519	12.0859	4.69415
1810013L24Rik	15.9272	12.958	6.96276	0.000281608	14.3105	3.29913
Tekt5	0.0984951	4.0182	0	54.9158	4.00316	0
Emp2	1.94789	2.21694	1.56686	0	0.510307	232.806
Atf7ip2	7.5059	0.0299294	7.27609	1.29882	4.27704	326.024
Ciita	0	0.0197526	54.1579	7.04078	3.39064	0.000106349
Dexi	1.78221	6.04494	0	0	0.0375334	3.42337
Tnp2	0	0	2.87422	2.79401	0	0
Prm1	0	0.0923083	0	0	0	0
Nubp1	14.9325	0	20.7622	0	0	5.75952
Tvp23a	0.647223	5.28304	1.01717	2.82542	0.260042	28.2325
Prm2	0	32.9777	1.68119	0	6.9056	0.652902
Prm3	0	0.888707	2.07653	0	34.5487	0
Socs1	1.56265	0.161893	0	1.61401	0.835111	2.88618
Rmi2	1.27759	84.7691	0	20.4332	1.60789	0
Clec16a	2.86883	5.68572	0	1.22324	3.76341	1.29627
Gm4262	0.650795	2.62571	1.16069	1.06392	0.359818	85.7232
Usp7	75.2127	0.252847	0.408388	0.496587	29.7633	0.354356
Litaf	23.6052	16.2589	19.7657	22.398	2.86205	26.34
Snn	5.45055	6.07244	6.17562	6.63462	5.53186	2.51466
Txndc11	4.16396	11.1708	6.0213	6.73189	86.8256	5.17426
Zc3h7a	11.2679	6.30314	8.50431	9.70433	12.1547	11.2684
Rsl1d1	171.11	137.105	0	0	0	154.138
Mir1945	0	2.08505	173.914	0	0	0
Tnfrsf17	0	0	0	0	161.718	0
Snx29	4.13282	0	0	0	2.18972	1.88611
Shisa9	0.0228351	0	1.27352	2.1503	9.64758	2.6984
1700003L19Rik	0	4.82622	0	1.90731	0	0
2310015D24Rik	0	0	0.0524555	185.228	3.0638	0.0272794
Ercc4	1.80779	3.50618	0	0	0	0
Cpped1	3.72038	0	2.03885	0	0	10.2839
Gm9961	0	0	0	0	0	0
Mir193b	0	0	7.27597	2.08303	0	0
Mir365-1	0	0	0	8.45278	0	0
Mkl2	2.79152	4.10461	2.69778	0	3.27215	2.83662
Pla2g10	4.27553	6.2764	0.299022	1.07769	18.9826	16.1322
1810007I06Rik	0	0.122603	0	0	1.4474	1.40407
Parn	20.5002	23.2952	17.1971	18.894	0	0
Bfar	5.51997	5.81645	0.376019	4.92754	7.03338	5.74866
3110001I22Rik	3.07313	4.97887	35.2128	4.39496	5.32686	5.21373
Mpv17l	4.87648	0.916374	4.48509	0.354414	0.618757	0.590276
2610020C07Rik	0.601005	45.4277	2.41614	36.7312	39.4469	35.6856
Gspt1	43.436	2.35627	5.05315	5.85334	3.67558	4.56046
2900011O08Rik	7.48375	7.75881	40.1142	40.4771	4.72479	70.5166
Mir484	0	85.1952	9.11214	0	0	5.50361
Rrn3	59.0201	0	0	8.83863	8.71483	0
Ntan1	30.5451	35.4247	5.86104	6.73389	75.4493	6.80654
Pdxdc1	21.6267	28.063	0.188483	0.103935	0.560107	27.6565
Marf1	8.36423	7.23782	0	35.3181	28.7348	25.4994
Myh11	0.459714	0.323229	17.0921	25.5149	24.4312	0.254892
Fopnl	14.0922	11.6312	29.3729	18.9393	13.6221	17.3158
Nde1	26.1344	45.1574	23.8648	0	29.8834	30.8511
A630010A05Rik	0	0	24.9508	9.04654	2.53187	0.178372
Efcab1	0.114543	0	8.67136	27.8225	0.128921	0
Snai2	1.57341	0.942926	0.264189	1.22296	0	2.02426
Abcc1	11.7658	10.6358	1.60895	0.23865	13.894	10.55
Ube2v2	8.87832	3.60766	9.56776	9.95466	7.37124	8.50082
Mzt2	15.3871	17.5162	23.07	3.34699	22.5964	20.5896
Prkdc	5.8592	3.65798	3.28096	26.2476	5.08726	5.80252
Mcm4	80.6825	4.18871	76.3776	18.2716	7.05805	4.12334
Cebpd	3.21777	10.1775	17.5377	1.72053	4.50814	2.98491
2310008H04Rik	14.6355	15.442	1.11989	12.433	13.0686	12.4579
Pkp2	15.4921	30.5848	13.4529	87.0509	16.6595	17.3635
Yars2	15.7762	98.6918	16.7095	15.3727	94.3757	86.0258
Olfr19	0	1.81864	0	0	0	0
Fgd4	2.63328	0	2.57028	1.83919	4.18712	4.34648
Spag6	0.093006	24.9711	0.874259	0.0977406	0	0.0556539
Igll1	0	0	0	0	0.12145	0
Vpreb1	0.188912	0.0853011	0	0	0.482588	0
Top3b	16.52	0.113612	6.11833	7.11297	10.0857	19.8957
Ppm1f	8.21199	37.2211	20.5231	21.3534	21.1185	8.51123
Dnm1l	57.1353	20.1158	44.2943	49.2122	38.5511	38.4415
Sdf2l1	7.22145	1.25797	8.10378	0.36162	0.224824	5.45752
Ypel1	1.84182	2.14901	0.197039	12.6831	14.116	11.1294
Ppil2	20.3508	31.5938	7.19918	8.30516	4.00793	0.922461
Ccdc116	0.515145	21.908	0.689396	63.6286	0.783507	23.9546
Ydjc	7.47872	39.9452	23.0102	1.35104	29.4589	0.342019
2610318N02Rik	14.7296	21.8216	61.0766	23.9286	65.4796	16.2323
Mir130b	0	0	8.25835	10.5957	23.3576	0
Mir301b	0	75.1511	0	0	0	0
Mapk1	74.7452	32.3765	0	0	0	0.266437
Rimbp3	0.297445	0.621526	0.0853992	0.117645	0.211316	62.239
Tmem191c	2.4554	53.7764	2.22226	2.93341	1.36532	0.947409
Ube2l3	55.1106	3.52184	66.574	15.0087	64.0624	14.8666
Hic2	19.6481	19.3146	13.1569	75.0527	15.3744	60.3784
Pi4ka	13.2545	1.62578	12.4652	1.893	0.448082	0.564189
Snap29	5.98837	20.1449	1.57705	8.21108	18.8676	18.0101
Serpind1	0	0	8.6285	6.099	7.00524	0
Aifm3	1.41464	16.5789	5.08626	0	6.3643	5.30045
Crkl	18.8284	5.09556	0	14.7535	0.0473891	0.207542
Slc7a4	0.347134	0	6.35336	0	0.133243	6.36172
Lztr1	5.89873	0	0	0	0.272483	7.98707
Thap7	4.298	14.6811	0.117411	6.66242	10.3292	5.75867
4930451C15Rik	0.109016	0.733279	8.31838	6.70235	6.61599	0
P2rx6	0.102105	12.1292	0.239364	0.511507	0	0.0611102
Ccdc74a	0.787221	0.418623	0.226801	0	0.33989	0
Car15	0	2.20139	0	0	0.0996254	0
B830017H08Rik	0	0.0350817	10.8181	0.244714	1.9821	1.13545
Scarf2	1.42445	20.7435	0.545657	10.3504	0.202323	0
Klhl22	10.2374	0.178126	13.3175	0.999599	10.5098	11.311
